1	253.28	253.28	1	1
2	178.782253	357.564506	1.4166954256	0.7083477128
3	119.625642	358.876926	2.1172718137	0.7057572712
4	90.395223	361.580892	2.801917973	0.7004794933
5	73.01839	365.09195	3.46871521	0.693743042
6	60.669105	364.01463	4.174777261	0.6957962102
7	52.099793	364.698551	4.8614396606	0.6944913801
8	45.615799	364.926392	5.5524622072	0.6940577759
9	40.526564	364.739076	6.2497279562	0.6944142174
10	36.656964	366.56964	6.9094647336	0.6909464734
11	33.482402	368.306422	7.5645707856	0.6876882532
12	30.485245	365.82294	8.3082815966	0.6923567997
13	28.680786	372.850218	8.830999262	0.6793076355
14	26.179765	366.51671	9.6746475761	0.6910462554
15	25.129226	376.93839	10.0791007252	0.6719400483
16	29.199278	467.188448	8.6741870809	0.5421366926
17	27.640008	469.880136	9.1635284621	0.539031086
18	73.487023	1322.766414	3.4465949179	0.1914774954
19	66.121065	1256.300235	3.8305493113	0.2016078585
20	66.480523	1329.61046	3.8098376573	0.1904918829
21	23.45805	492.61905	10.7971463954	0.5141498284
22	22.864126	503.010772	11.0776156499	0.5035279841
23	70.130263	1612.996049	3.6115649531	0.1570245632
24	42.199486	1012.787664	6.0019688391	0.250082035
25	21.324937	533.123425	11.8771745961	0.4750869838
26	38.351247	997.132422	6.6042181106	0.2540083889
27	20.703959	559.006893	12.2334090789	0.4530892251
28	19.693065	551.40582	12.8613803895	0.4593350139
29	19.65129	569.88741	12.8887213002	0.4444386655
30	19.499151	584.97453	12.9892834821	0.4329761161
31	19.217892	595.754652	13.1793851272	0.4251414557
32	18.401587	588.850784	13.7640302437	0.4301259451
