1	279.39	279.39	1	1
2	155.421301	310.842602	1.797630043	0.8988150215
3	117.346958	352.040874	2.3808883056	0.7936294352
4	108.202529	432.810116	2.5821023093	0.6455255773
5	86.215483	431.077415	3.240601227	0.6481202454
6	85.889474	515.336844	3.2529015139	0.5421502523
7	73.821096	516.747672	3.7846904901	0.54067007
8	58.89856	471.18848	4.7435794695	0.5929474337
9	86.972248	782.750232	3.2124040303	0.3569337811
10	52.379245	523.79245	5.3339829545	0.5333982955
11	92.883732	1021.721052	3.0079540732	0.2734503703
12	44.606054	535.272648	6.2634995689	0.5219582974
13	84.367351	1096.775563	3.3115891004	0.2547376231
14	92.21992	1291.07888	3.0296057511	0.2164004108
15	60.293119	904.396785	4.6338621162	0.3089241411
16	60.907	974.512	4.5871574696	0.2866973418
17	72.920345	1239.645865	3.8314410059	0.2253788827
18	42.917609	772.516962	6.5099153124	0.3616619618
19	59.659333	1133.527327	4.6830895679	0.2464783983
20	56.780228	1135.60456	4.920550865	0.2460275432
21	83.377608	1750.929768	3.3508996804	0.1595666514
22	52.342195	1151.52829	5.3377585713	0.2426253896
23	53.016497	1219.379431	5.2698691126	0.229124744
24	52.551655	1261.23972	5.3164833724	0.2215201405
25	53.187714	1329.69285	5.2529048344	0.2101161934
26	264.055809	6865.451034	1.0580717806	0.0406950685
27	82.18144	2218.89888	3.3996727242	0.1259138046
28	255.988615	7167.68122	1.0914157257	0.0389791331
29	260.282277	7548.186033	1.0734115408	0.0370141911
30	274.214913	8226.44739	1.0188723762	0.0339624125
31	269.252505	8346.827655	1.0376505132	0.0334725972
32	265.016574	8480.530368	1.0542359513	0.0329448735
